Especie,Talla (cm),Peso (gr),Integridad (%),pH,Temperatura (°C),Planta,Puerto,Flota,Nombre nave pesca,Zona pesca,Fecha de recepción
Sardina española,22.622226481411467,192.83901711414353,92,5.122678010699992,24.156841668441803,Planta 2,Pesca Sur,Artesanal,Liliana,159,2024-04-22
Caballa,36.847246599207445,326.3775599254993,78,6.716060801642919,24.530481245071936,Planta 2,Pesca Norte,Industrial,Licanten,119,2024-07-05
Caballa,40.53905449979513,293.17888389540536,72,6.412083710753579,27.411599618140645,Planta 1,Pesca Sur,Artesanal,Emilia,104,2024-02-19
Anchoveta,19.175038036097042,89.61067566528949,73,6.385691456954991,21.449355964321956,Planta 2,Pesca Sur,Artesanal,Isidora I,150,2024-09-29
Caballa,29.310537345805567,312.69523210622623,84,6.3328739082867305,23.4576326878436,Planta 2,Pesca Norte,Artesanal,Licanten,153,2024-01-04
Jurel,33.58638957061163,677.6700287622492,82,6.446088155375232,26.762091326213287,Planta 3,Pesca Norte,Industrial,Santiago G,137,2024-04-05
Caballa,37.5002601178137,197.74720673500445,87,5.369095010636769,27.70371267883347,Planta 1,Pesca Norte,Artesanal,Santiago G,116,2024-02-11
Sardina española,17.48746468650446,99.08313095700714,84,6.920358064932708,27.92613749790137,Planta 3,Pesca Norte,Artesanal,Francesca,129,2024-07-07
Anchoveta,13.912423460279488,59.690601908011004,90,5.738610089930193,25.900165673359417,Planta 3,Pesca Norte,Industrial,Santiago G,138,2024-12-04
Caballa,31.59316463086246,372.2467899086569,90,6.446744526155392,20.577607760084337,Planta 2,Pesca Sur,Artesanal,Liliana,121,2024-10-10
Caballa,30.510318956678056,276.99206407543886,88,6.667701916851524,26.93771294183401,Planta 1,Pesca Sur,Artesanal,Isaac,130,2024-05-31
Anchoveta,10.274327620267275,112.00331968319237,86,5.221172388281965,20.814977055028653,Planta 3,Pesca Norte,Industrial,Isaac,122,2024-11-11
Caballa,26.734301836443183,318.36208557836346,84,5.749692036597352,29.33547185174988,Planta 2,Pesca Sur,Industrial,Francesca,115,2024-02-24
Sardina española,14.242054169655637,182.21562964610575,74,5.237478951489608,23.19648545730365,Planta 1,Pesca Sur,Industrial,Isidora I,148,2024-04-14
Caballa,32.69503040718912,261.7206658847024,95,5.826216551211483,27.21594460221384,Planta 1,Pesca Sur,Industrial,Francesca,111,2024-06-18
Jurel,44.091940115800845,674.6705252740252,95,6.555545779571641,23.97913129561524,Planta 1,Pesca Sur,Industrial,Isaac,105,2024-08-02
Sardina española,19.781326546456818,133.02430950719508,75,6.6521489860878855,26.133927043880007,Planta 1,Pesca Norte,Artesanal,Isaac,132,2024-03-06
Anchoveta,11.907637696124851,94.72581260457672,98,6.402651638949227,28.31036229181452,Planta 3,Pesca Norte,Industrial,Licanten,130,2024-03-30
Caballa,25.105459297088718,333.49691673898695,95,6.074915245997465,27.088150510919448,Planta 3,Pesca Sur,Industrial,Emilia,104,2024-12-08
Sardina española,22.44676624374084,162.36059174540583,85,5.513533242067595,25.257148729612023,Planta 2,Pesca Norte,Artesanal,Francesca,108,2024-11-18
Caballa,24.395324242101797,266.9799374119081,89,5.6173460547481895,28.012597770154983,Planta 3,Pesca Norte,Industrial,Liliana,156,2024-12-28
Caballa,27.906367211091197,258.0493225993963,92,5.419237992672747,21.932752374006775,Planta 2,Pesca Sur,Artesanal,Emilia,137,2024-08-13
Jurel,29.468813543171965,635.6327436132951,89,5.952886065274313,27.72483458295685,Planta 3,Pesca Norte,Artesanal,Isaac,103,2024-05-30
Jurel,45.85109971380404,669.1733121887115,96,5.45556172430579,22.77973062575443,Planta 1,Pesca Sur,Industrial,Liliana,114,2024-10-28
Anchoveta,12.991682446197096,46.820852815115806,84,5.4784563906573664,21.01693437903101,Planta 2,Pesca Sur,Industrial,Liliana,108,2024-08-21
Anchoveta,17.636918590623438,88.18201138857714,82,6.966391576527497,25.390012503936585,Planta 3,Pesca Norte,Artesanal,Liliana,120,2024-10-06
Jurel,47.25871295180883,746.4975668023694,78,6.418576689816103,24.830938589764102,Planta 2,Pesca Norte,Industrial,Isaac,123,2024-07-26
Anchoveta,20.054412025205416,63.62217966607972,71,6.802225918786669,21.898696494663533,Planta 3,Pesca Sur,Industrial,Isidora I,159,2024-08-18
Anchoveta,13.310265223443606,93.5822617910381,73,5.697743808366779,29.897520739349503,Planta 3,Pesca Sur,Artesanal,Fernanda,101,2024-10-21
Anchoveta,16.368752187823382,49.54698925262327,89,5.496767829619995,29.641468043440273,Planta 2,Pesca Sur,Artesanal,Francesca,146,2024-01-29
Caballa,24.10423689645512,193.60559442045002,74,6.03855501274651,23.61975062203024,Planta 1,Pesca Sur,Industrial,Isaac,128,2024-09-13
Caballa,38.92315140339903,293.9356730039733,97,5.6327887585895775,28.248141762933358,Planta 1,Pesca Norte,Artesanal,Isidora I,106,2024-01-15
Caballa,34.07202402975127,313.2871060226472,80,6.379513200497916,21.917921439711606,Planta 2,Pesca Sur,Industrial,Fernanda,157,2024-02-02
Caballa,30.234358430275854,205.80121568687622,83,5.563632201396973,22.473274982533475,Planta 3,Pesca Sur,Artesanal,Isidora I,126,2024-06-19
Caballa,37.06923997070094,269.23868290745924,70,5.9283242200837485,27.94434765494204,Planta 2,Pesca Sur,Artesanal,Santiago G,131,2024-08-13
Sardina española,25.24700971448712,206.53889539011445,79,5.200199597730006,28.001608911109134,Planta 2,Pesca Sur,Artesanal,Fernanda,122,2024-03-13
Sardina española,14.013335395187461,151.0796627617301,94,5.170171370621029,23.991216527176217,Planta 3,Pesca Norte,Industrial,Liliana,116,2024-01-24
Jurel,30.08372672623714,717.5019193897199,96,6.223248242164471,22.36295739108924,Planta 3,Pesca Sur,Artesanal,Liliana,150,2024-03-01
Anchoveta,17.43995125467333,93.48746325643306,82,6.34495433897971,20.727768938762733,Planta 3,Pesca Sur,Artesanal,Santiago G,139,2024-11-13
Caballa,29.11514285678691,343.67751168199374,84,6.022441025273292,24.42965694049918,Planta 1,Pesca Sur,Industrial,Santiago G,155,2024-06-11
Anchoveta,11.064892774031758,40.43123603001312,75,5.416201570666237,20.194192557357482,Planta 1,Pesca Norte,Industrial,Fernanda,138,2024-07-05
Sardina española,18.26046622202616,73.40782338701497,73,5.602941722273023,20.572024236727472,Planta 1,Pesca Norte,Artesanal,Isidora I,125,2024-08-01
Caballa,32.47444016273837,254.94755675697343,77,6.32742411816778,22.0170881746191,Planta 2,Pesca Sur,Industrial,Francesca,117,2024-12-16
Caballa,40.072012410634805,301.07756307151936,92,5.294565088573134,29.888725486543123,Planta 3,Pesca Norte,Artesanal,Licanten,118,2024-07-09
Anchoveta,17.26286074718731,90.25302452860277,85,6.557425008329243,28.89569043065252,Planta 1,Pesca Sur,Industrial,Licanten,153,2024-09-02
Caballa,28.657412490488923,296.5080963504844,75,6.538759875653499,24.393717374367178,Planta 1,Pesca Sur,Industrial,Licanten,150,2024-11-10
Jurel,43.48491945677274,757.152807048343,73,6.937339501155656,28.767657286570405,Planta 1,Pesca Norte,Artesanal,Emilia,141,2024-08-14
Sardina española,24.283968553680882,129.52164187832332,98,5.151645090995265,22.583278429131553,Planta 3,Pesca Norte,Artesanal,Isidora I,110,2024-11-08
Anchoveta,14.54842622567827,111.69327219119094,78,5.080582334940192,26.016097019475293,Planta 1,Pesca Sur,Artesanal,Francesca,148,2024-07-01
Anchoveta,6.115598427435275,76.80479078170887,95,5.086732653308326,25.80337276788739,Planta 3,Pesca Sur,Industrial,Isaac,103,2024-05-03
Jurel,29.340124842526645,707.480263316144,81,6.30337768132622,24.672635175570736,Planta 1,Pesca Sur,Industrial,Francesca,149,2024-03-03
Anchoveta,13.610895206957396,90.46478738544926,82,6.664054237949407,25.43442660940986,Planta 1,Pesca Norte,Artesanal,Isaac,112,2024-08-23
Jurel,34.9559777933561,703.4259727451681,95,5.013069806756513,20.30142904232794,Planta 1,Pesca Norte,Industrial,Francesca,101,2024-09-09
Anchoveta,15.937664919666584,79.36624319735456,86,6.178200736047797,23.81150850177859,Planta 2,Pesca Sur,Industrial,Santiago G,101,2024-03-20
Anchoveta,13.900650536149755,65.45669757907389,87,5.740934898260806,28.88198767026296,Planta 2,Pesca Norte,Industrial,Fernanda,159,2024-12-05
Jurel,40.057432468112445,771.5411468138669,78,6.154615335540392,26.415332892446468,Planta 2,Pesca Norte,Artesanal,Isaac,156,2024-11-29
Caballa,30.16324286051053,315.42925368103795,73,5.445800243564868,29.32623840865336,Planta 2,Pesca Sur,Industrial,Emilia,110,2024-05-09
Jurel,34.68787946683524,524.0543598205634,93,5.728113215722208,24.599910636012517,Planta 3,Pesca Sur,Industrial,Santiago G,156,2024-06-04
Caballa,29.192529946530218,262.9203375052446,70,6.967360306907932,24.08974341836514,Planta 3,Pesca Sur,Industrial,Licanten,145,2024-12-28
Jurel,54.59869547617914,611.1793249167181,79,5.662013425298269,26.331173501221656,Planta 2,Pesca Sur,Industrial,Liliana,152,2024-03-23
Anchoveta,17.953667973103745,86.94365515700655,90,5.808726934276075,26.76124375354775,Planta 2,Pesca Sur,Artesanal,Liliana,121,2024-05-16
Sardina española,20.365587709380186,86.47078614741007,86,5.43540353168067,20.865702922117787,Planta 1,Pesca Sur,Industrial,Francesca,149,2024-02-16
Caballa,34.169582121225275,326.92635354443195,95,5.566997309261189,29.19744809973718,Planta 2,Pesca Sur,Industrial,Licanten,122,2024-10-05
Caballa,31.139242367557138,248.52771675688234,99,6.0813133155336425,23.84207814915162,Planta 2,Pesca Norte,Industrial,Emilia,109,2024-08-06
Caballa,32.52491947879233,380.7781340572537,70,6.08092314837291,29.05042534380635,Planta 2,Pesca Norte,Industrial,Emilia,138,2024-03-08
Anchoveta,19.12877995378055,101.78315034875479,77,6.351851394303681,20.65320137505116,Planta 1,Pesca Norte,Industrial,Licanten,133,2024-10-22
Caballa,35.74665861171852,262.8425134891302,78,5.217375795559471,20.7992988833009,Planta 1,Pesca Norte,Industrial,Francesca,110,2024-03-05
Anchoveta,12.332023434585276,63.94004879823149,83,5.236147483649077,25.59338974388136,Planta 1,Pesca Sur,Industrial,Francesca,157,2024-02-14
Caballa,32.197717012294845,292.8205150296867,75,5.49066596552143,29.68568132990216,Planta 3,Pesca Norte,Industrial,Licanten,111,2024-08-09
Sardina española,26.09129340014148,162.4007687612763,78,6.210932960038327,25.36472839317959,Planta 1,Pesca Norte,Artesanal,Santiago G,126,2024-08-25
Sardina española,20.054474817315185,143.82665906664963,96,5.063760580906869,20.852186949782396,Planta 2,Pesca Sur,Artesanal,Santiago G,136,2024-01-08
Anchoveta,13.180226897974077,69.44823424746767,72,6.541035389015081,22.102808786254002,Planta 3,Pesca Sur,Industrial,Fernanda,119,2024-04-05
Anchoveta,13.919102112094308,73.17554662868974,75,5.291976243574131,20.923781332107055,Planta 3,Pesca Norte,Artesanal,Emilia,126,2024-11-12
Jurel,44.17693697588603,820.0935990890079,94,6.786003663892016,26.337424246103616,Planta 3,Pesca Sur,Artesanal,Francesca,101,2024-11-22
Sardina española,25.852565299321526,109.44540924730342,89,6.505145447339754,23.964293086471493,Planta 1,Pesca Norte,Industrial,Liliana,117,2024-05-10
Caballa,33.48098831858301,335.23849346179003,91,6.254231953116584,24.573568327667218,Planta 3,Pesca Norte,Industrial,Isaac,133,2024-07-21
Jurel,45.45970464850166,928.4096290479579,94,6.600762509698116,23.089911066740537,Planta 2,Pesca Sur,Artesanal,Liliana,104,2024-01-02
Caballa,25.95317831240557,342.04128390310416,93,5.156754569742246,27.59426944930664,Planta 1,Pesca Norte,Artesanal,Licanten,139,2024-03-14
Jurel,47.94637656447483,612.4917262198192,72,5.429322858330849,27.785097202253283,Planta 2,Pesca Norte,Industrial,Isidora I,139,2024-12-16
Sardina española,17.5669944493379,173.09465224285117,90,5.459179118764795,24.105733462120376,Planta 2,Pesca Norte,Industrial,Emilia,137,2024-10-05
Sardina española,12.838385083361628,175.92496725777764,97,5.263336371820547,20.724942903851463,Planta 2,Pesca Norte,Artesanal,Santiago G,135,2024-03-20
Caballa,29.278594675538887,324.8549200562646,98,6.804458847683784,28.95037188436079,Planta 1,Pesca Sur,Industrial,Isaac,134,2024-09-02
Sardina española,13.895668319283605,168.75413896148467,79,5.326332645731655,21.854127159425687,Planta 3,Pesca Norte,Industrial,Isidora I,143,2024-07-11
Anchoveta,14.310110809000012,75.26133471842118,88,6.005457260345308,28.510114595883028,Planta 2,Pesca Norte,Industrial,Liliana,127,2024-09-09
Jurel,42.20635014458104,769.7183870021267,87,6.014630440427219,20.77337981425297,Planta 2,Pesca Sur,Industrial,Isidora I,120,2024-09-26
Jurel,36.7947008770881,733.7121703805075,96,6.574760266723706,27.85784337702762,Planta 1,Pesca Sur,Artesanal,Santiago G,123,2024-09-22
Caballa,28.1105149005077,360.5959385967151,84,5.60668679724744,29.80514229820363,Planta 2,Pesca Norte,Industrial,Fernanda,126,2024-03-04
Jurel,41.62695249705215,654.6566434240294,85,6.494508432469655,27.21094669427683,Planta 3,Pesca Norte,Industrial,Licanten,112,2024-10-16
Caballa,31.386981603248262,351.11621245170903,73,5.5275322242890494,20.718715414781435,Planta 1,Pesca Norte,Industrial,Licanten,109,2024-03-28
Anchoveta,17.57066808909495,108.54361799530358,95,6.760828519167139,26.49436738551939,Planta 1,Pesca Sur,Industrial,Santiago G,138,2024-02-16
Sardina española,21.03185648112727,130.3083776502294,84,6.132024718166157,22.32245306855032,Planta 1,Pesca Norte,Artesanal,Isidora I,135,2024-06-03
Jurel,25.964102025451083,800.3061999390045,96,6.218316859570548,28.273022141673064,Planta 1,Pesca Sur,Industrial,Isaac,154,2024-04-09
Anchoveta,15.274294505511904,76.37984690399347,71,5.667124687586129,29.711048276293365,Planta 3,Pesca Sur,Industrial,Francesca,138,2024-02-10
Sardina española,18.63918563155292,176.62504630021584,85,6.382747738252526,26.487136359563156,Planta 3,Pesca Sur,Industrial,Fernanda,153,2024-06-02
Sardina española,13.152925554077918,174.1302787187564,77,5.152054291752482,29.631607213196773,Planta 3,Pesca Sur,Artesanal,Santiago G,147,2024-10-22
Caballa,36.195598735079926,270.3419929493379,95,5.705500027186345,21.781046076066346,Planta 3,Pesca Norte,Artesanal,Fernanda,135,2024-07-14
Anchoveta,17.102055872541406,80.03147671611325,82,5.275756258987226,20.360240115542375,Planta 2,Pesca Norte,Industrial,Francesca,133,2024-12-04
Caballa,32.98386703011577,327.8736383311213,89,6.713431359098003,28.573477731809334,Planta 2,Pesca Sur,Artesanal,Francesca,153,2024-12-27
Anchoveta,13.94748016230848,46.7958353799043,83,6.940224174814296,20.40742243992082,Planta 2,Pesca Norte,Industrial,Liliana,115,2024-03-20
Sardina española,24.38288891185431,129.4111864834779,77,5.810553488222595,26.027457690800677,Planta 3,Pesca Norte,Artesanal,Licanten,155,2024-05-12
Anchoveta,14.626427126409618,89.96454880844648,70,5.3200806350873995,25.928410388246647,Planta 2,Pesca Sur,Artesanal,Isidora I,109,2024-08-16
Jurel,44.01603236013444,696.1011711457398,91,6.238559225242647,20.401519426228333,Planta 2,Pesca Norte,Industrial,Emilia,112,2024-12-05
Jurel,44.849629261584234,634.4732623758599,91,6.90407788403221,25.432188724312198,Planta 3,Pesca Norte,Artesanal,Liliana,158,2024-12-28
Anchoveta,13.632293681661615,61.18395438942217,95,5.996263765177733,29.398683032267755,Planta 2,Pesca Norte,Industrial,Fernanda,123,2024-12-06
Sardina española,18.755937400086154,143.9482867102225,97,6.984054376798139,23.03919322749928,Planta 3,Pesca Sur,Artesanal,Fernanda,157,2024-06-18
Anchoveta,13.895956232879481,108.30335984300598,92,5.270323930056137,20.31928429153519,Planta 1,Pesca Sur,Artesanal,Isidora I,109,2024-01-28
Anchoveta,11.654012244026251,106.98561526525239,93,6.972068990668954,28.89145434420343,Planta 3,Pesca Norte,Industrial,Liliana,159,2024-08-02
Anchoveta,15.632974120283789,86.97015428711798,83,6.970033071702012,28.036446631965923,Planta 3,Pesca Sur,Industrial,Santiago G,140,2024-01-15
Sardina española,17.648751556125223,129.4247260306795,74,6.613279288130544,26.107437734979776,Planta 3,Pesca Norte,Artesanal,Santiago G,140,2024-11-22
Anchoveta,18.151452104811224,111.16012172355963,91,6.140059509606183,24.58688326318218,Planta 2,Pesca Sur,Industrial,Emilia,152,2024-04-05
Anchoveta,15.988892856886972,63.54632667526511,70,5.5465815523349296,21.594428042839436,Planta 3,Pesca Norte,Industrial,Santiago G,156,2024-08-05
Sardina española,19.404224435828706,146.74982229217835,80,5.722358901637551,27.5465191204556,Planta 2,Pesca Norte,Artesanal,Francesca,156,2024-03-08
Anchoveta,19.52316695797107,77.5624384967902,77,6.300852640968907,27.396616422930222,Planta 2,Pesca Norte,Artesanal,Santiago G,116,2024-12-27
Anchoveta,16.76244947055734,44.84066890798737,99,6.74514611850271,20.905962543724968,Planta 1,Pesca Sur,Artesanal,Isaac,144,2024-09-07
Anchoveta,16.745750914857748,80.90501784755494,78,5.35779772786388,21.869989600539665,Planta 3,Pesca Norte,Industrial,Liliana,143,2024-08-31
Jurel,32.60357891870696,755.7731820054565,79,5.058920869697426,27.156692770332985,Planta 2,Pesca Norte,Artesanal,Liliana,115,2024-08-17
Anchoveta,18.54126266894869,95.52933336908991,89,5.575530197807448,24.861360352751902,Planta 2,Pesca Norte,Industrial,Isaac,146,2024-05-22
Caballa,28.310718345225446,421.02855432058,98,6.983962235983811,20.94289579836754,Planta 3,Pesca Norte,Artesanal,Liliana,128,2024-12-02
Anchoveta,10.253568176017273,63.13955274372021,99,5.31948360951806,21.884537172499247,Planta 3,Pesca Sur,Industrial,Santiago G,136,2024-02-26
Caballa,30.231358515058968,307.8365123806253,74,5.105151395733504,27.77362501605876,Planta 3,Pesca Sur,Artesanal,Santiago G,118,2024-07-25
Sardina española,26.2867712211755,117.75310230643842,77,5.9769460290281495,23.634717239480374,Planta 2,Pesca Norte,Artesanal,Licanten,101,2024-03-21
Anchoveta,12.907649371466078,54.995184146603165,88,5.478028285115814,22.73799463977476,Planta 2,Pesca Norte,Artesanal,Emilia,145,2024-10-06
Caballa,33.07395180361031,312.23310800150864,88,6.200611453038623,27.07479205966169,Planta 3,Pesca Sur,Industrial,Santiago G,119,2024-07-09
Caballa,31.896516710980837,321.2099719144725,75,5.702498724222196,26.81580817269191,Planta 3,Pesca Sur,Industrial,Emilia,132,2024-10-16
Caballa,26.845317240474657,354.08194131074043,85,5.979691646787013,28.474488812926786,Planta 3,Pesca Sur,Industrial,Isaac,151,2024-12-27
Caballa,25.177723233593582,327.9622224344633,96,5.090051417583961,27.416944357904775,Planta 3,Pesca Sur,Industrial,Santiago G,142,2024-06-13
Jurel,30.619105486608582,614.7524302587041,91,6.809815595724469,24.584308571156022,Planta 1,Pesca Sur,Artesanal,Isaac,119,2024-09-25
Caballa,24.15877723243644,322.1902715719434,79,5.441764505436229,29.572680072471925,Planta 1,Pesca Sur,Industrial,Isaac,148,2024-12-27
Anchoveta,13.371639564855426,85.52837860760273,93,6.6653985268279525,20.09352049326724,Planta 1,Pesca Norte,Artesanal,Santiago G,154,2024-09-02
Sardina española,21.732180126424204,127.42268540351219,90,6.162078184326571,20.155983835425857,Planta 3,Pesca Sur,Industrial,Licanten,127,2024-07-15
Caballa,35.52704028177102,272.94039093897305,72,6.471257133374647,29.26451003534809,Planta 1,Pesca Norte,Artesanal,Francesca,111,2024-06-11
Anchoveta,15.030675048006252,99.1888872974186,71,5.275403943603385,22.156274094734666,Planta 3,Pesca Norte,Artesanal,Liliana,117,2024-04-16
Sardina española,14.438559624769752,141.7527169136005,92,6.313202756600389,23.48597323122788,Planta 1,Pesca Sur,Industrial,Emilia,156,2024-06-07
Anchoveta,13.942756018694991,94.09038229924428,76,6.061426450495157,22.351748859796093,Planta 2,Pesca Sur,Industrial,Licanten,127,2024-01-05
Anchoveta,20.11638991739909,104.83714197983197,81,5.263306639689032,24.57449187591242,Planta 1,Pesca Sur,Industrial,Licanten,141,2024-06-10
Caballa,29.169921803526805,227.7012143051619,71,6.177135830200944,24.953014007712152,Planta 1,Pesca Sur,Artesanal,Licanten,105,2024-10-10
Sardina española,17.57222387939641,153.02010789817695,85,5.627014969680876,24.912429398913172,Planta 2,Pesca Norte,Industrial,Isaac,152,2024-09-11
Caballa,25.426628368775074,306.98041941835953,81,5.2760051138369795,24.195338796869986,Planta 1,Pesca Norte,Industrial,Liliana,142,2024-04-18
Sardina española,17.53945398377525,109.7857833574846,97,5.228584999701134,20.972121481792538,Planta 3,Pesca Sur,Artesanal,Isaac,111,2024-09-29
Jurel,44.82164701282743,832.4669278393067,90,6.611079240377564,27.649695636259942,Planta 2,Pesca Sur,Artesanal,Liliana,138,2024-12-15
Caballa,27.799552863236265,312.7619553410034,99,5.908190660600287,23.124915844281944,Planta 2,Pesca Sur,Artesanal,Fernanda,129,2024-06-08
Sardina española,17.184442791264246,167.68744751611678,82,5.435476654149602,29.90128176305067,Planta 2,Pesca Norte,Artesanal,Fernanda,153,2024-09-21
Sardina española,24.040921361040006,167.0819183503586,77,6.977612517559841,25.138214721863175,Planta 1,Pesca Norte,Artesanal,Isaac,114,2024-10-08
Sardina española,19.429051106901635,176.12093600935742,91,6.019583811167108,20.51383151365827,Planta 3,Pesca Norte,Artesanal,Liliana,102,2024-03-10
Jurel,53.15319359750063,777.9700009872978,94,6.764914071682374,24.365467304023394,Planta 1,Pesca Sur,Artesanal,Isaac,112,2024-12-15
Sardina española,15.381147666908264,128.70395754591192,73,6.69652779004273,23.308083300812374,Planta 1,Pesca Norte,Industrial,Santiago G,126,2024-06-05
Sardina española,19.188461161089524,91.58086629392079,74,5.3061473148621925,25.44625026977304,Planta 3,Pesca Sur,Artesanal,Isidora I,122,2024-07-29
Jurel,39.29284644567385,784.7939368220134,85,5.974826898259043,29.91778738246507,Planta 2,Pesca Sur,Industrial,Liliana,125,2024-01-30
Anchoveta,14.879459473743625,43.770566688718915,80,6.993230112019722,22.033682094778946,Planta 1,Pesca Sur,Artesanal,Emilia,158,2024-05-07
Jurel,35.24290243017884,702.6126314817133,75,5.790391213023231,26.321561073653037,Planta 1,Pesca Sur,Industrial,Liliana,158,2024-05-24
Jurel,33.2779498267679,747.5202911225805,87,5.109629713345929,25.10541670427714,Planta 1,Pesca Norte,Industrial,Fernanda,137,2024-05-10
Jurel,42.31098466597108,805.5939326872467,80,6.829694340166374,20.194553183232813,Planta 2,Pesca Norte,Industrial,Fernanda,115,2024-10-02
Sardina española,18.917813942078766,141.80996763802784,72,5.356570777512477,28.439127545943606,Planta 3,Pesca Sur,Industrial,Emilia,123,2024-09-09
Caballa,32.204490993169564,220.42928934369036,96,5.971046419672262,20.48637959795184,Planta 2,Pesca Sur,Artesanal,Licanten,145,2024-05-31
Jurel,38.60927794613852,583.2975843745212,87,5.90954677479303,26.24903371814256,Planta 3,Pesca Sur,Industrial,Francesca,124,2024-07-19
Caballa,35.743324892930886,295.3575662295372,99,6.244136169293921,25.899222127268832,Planta 1,Pesca Norte,Artesanal,Fernanda,136,2024-11-09
Caballa,20.610510460930186,243.05720417842278,86,5.836269490859478,26.831972587515047,Planta 1,Pesca Norte,Industrial,Francesca,148,2024-05-24
Anchoveta,16.986776936683164,96.46829201009963,71,6.787712386179372,20.618835773777196,Planta 3,Pesca Norte,Artesanal,Isaac,152,2024-06-18
Sardina española,24.425410355705903,158.26837608006738,93,5.905244027855925,24.385501528956794,Planta 2,Pesca Norte,Artesanal,Santiago G,158,2024-11-22
Sardina española,21.95243943019436,144.2474141500874,72,6.967123429884667,24.562364546970286,Planta 3,Pesca Sur,Industrial,Isaac,143,2024-08-23
Anchoveta,15.866681807124943,99.84062356411677,73,5.155686382854219,27.487772132919275,Planta 3,Pesca Norte,Artesanal,Isaac,119,2024-07-16
Anchoveta,11.763683836686907,98.9188748557188,84,5.0898076792811855,21.375488800338236,Planta 3,Pesca Sur,Industrial,Fernanda,122,2024-09-19
Sardina española,19.747861153468158,128.8245310634442,96,6.488699445600855,28.433555886796807,Planta 1,Pesca Sur,Artesanal,Licanten,129,2024-02-23
Jurel,33.73473333420806,772.6176402329518,74,5.193817977383858,27.782572599431514,Planta 1,Pesca Norte,Artesanal,Isaac,116,2024-08-27
Jurel,30.530347688159654,683.8063787409505,89,6.265466674253866,28.269436122600368,Planta 2,Pesca Norte,Industrial,Isaac,133,2024-07-23
Caballa,28.197899845719917,339.9032253128165,80,5.1621677191953665,22.147858842916705,Planta 3,Pesca Norte,Industrial,Isidora I,114,2024-03-24
Sardina española,25.87151060635475,129.9550211293262,85,5.6357767018555345,21.917066314326192,Planta 3,Pesca Sur,Artesanal,Isaac,125,2024-10-04
Anchoveta,20.283741349870745,75.85280461966323,83,5.717898669303207,23.031553186710468,Planta 3,Pesca Sur,Artesanal,Licanten,129,2024-03-14
Jurel,29.64495188934101,395.5817768425883,70,5.8545544581807025,26.59046910911148,Planta 3,Pesca Norte,Artesanal,Emilia,134,2024-02-02
Sardina española,23.050376740843312,131.20851187730503,94,5.818521355440739,20.72071789006354,Planta 3,Pesca Norte,Industrial,Isidora I,101,2024-12-15
Caballa,23.22418774805196,310.1066269501496,76,5.327398058195987,21.25413374172236,Planta 2,Pesca Sur,Artesanal,Francesca,143,2024-06-23
Caballa,24.144618355394172,275.681878515442,74,6.862375813099979,23.783389198692944,Planta 2,Pesca Sur,Industrial,Isidora I,137,2024-10-28
Sardina española,15.368266003288714,153.34352931590203,70,5.66213317145251,22.258965961850876,Planta 2,Pesca Norte,Artesanal,Francesca,119,2024-11-07
Anchoveta,12.098388193564784,88.36647966467352,81,5.786067422991936,29.20906121450056,Planta 2,Pesca Norte,Industrial,Emilia,143,2024-04-27
Sardina española,32.45215933058713,125.59598119913782,96,5.004406085223158,25.913051273990053,Planta 2,Pesca Sur,Artesanal,Santiago G,152,2024-12-01
Anchoveta,15.835291433672007,92.67829585980158,76,5.4217742410640275,26.87651375953268,Planta 1,Pesca Sur,Artesanal,Fernanda,150,2024-09-07
Anchoveta,15.13533306410811,51.77835643522293,70,5.679181279100256,23.682509358844335,Planta 1,Pesca Sur,Industrial,Francesca,150,2024-08-28
Jurel,40.43454033464374,638.8727569356557,97,6.460410259268783,29.42119876995697,Planta 2,Pesca Norte,Industrial,Isaac,144,2024-07-25
Jurel,23.399888785446187,647.1281297449527,88,6.044996411580174,26.821611311864057,Planta 2,Pesca Sur,Artesanal,Fernanda,119,2024-04-30
Anchoveta,19.53128976570886,114.69413372095633,81,6.439223616068565,24.322027076568265,Planta 2,Pesca Sur,Artesanal,Fernanda,108,2024-02-05
Anchoveta,16.310914760468858,90.48937073286476,81,6.3022009102581364,24.28818433402718,Planta 1,Pesca Sur,Industrial,Licanten,105,2024-12-29
Sardina española,28.63857036270234,181.32580350446864,70,6.581288833587996,21.880606134815366,Planta 3,Pesca Sur,Industrial,Santiago G,146,2024-07-23
Sardina española,21.576972276540566,183.9923386026889,95,6.685168273175708,26.53236649058295,Planta 2,Pesca Sur,Artesanal,Isaac,142,2024-03-10
Sardina española,21.517082617878494,142.403208696021,75,6.515932946621882,22.744944971658466,Planta 3,Pesca Norte,Artesanal,Isidora I,123,2024-01-23
Anchoveta,15.99622890309582,26.94678261850966,95,5.714046502884513,25.545941129968238,Planta 3,Pesca Sur,Artesanal,Isaac,149,2024-09-30
Jurel,36.84711313873821,640.5030914771313,98,5.969118481359091,23.235539379051534,Planta 3,Pesca Norte,Industrial,Liliana,106,2024-04-22
Anchoveta,20.546897784525875,88.27000477266586,91,5.706733687347137,28.58983228996992,Planta 1,Pesca Norte,Industrial,Liliana,131,2024-08-21
Caballa,30.12340861434741,305.50148948274494,93,5.637189009511458,27.894084635456768,Planta 1,Pesca Norte,Industrial,Licanten,144,2024-01-14
